code,level,sub county,district_code,registered_voters,abed_bwanika,amama_mbabazi,baryamureeba_venansius,benon_biraaro,kizza_besigye,joseph_mabirizi,moureen_kyalya,yoweri_museveni,invalid
,sub county,Lyakajura,,4617,4,4,2,2,296,0,5,3046,190
,sub county,Malaba Town Council,,8544,19,22,9,16,3103,7,17,2205,300
1730,sub county,Masinya,83,8390,51,101,49,16,2804,12,16,2715,258
,sub county,Masira,,3890,11,11,26,7,1380,6,7,1269,107
1469,sub county,Muhorro,59,7710,20,44,12,7,1392,4,6,3808,336
2192,sub county,Mutara,102,12538,30,44,58,20,2710,5,8,6524,264
1486,sub county,Muwanga,109,8224,26,41,14,7,840,12,16,4800,350
1052,sub county,Nabigasa,24,8725,89,39,36,13,2234,18,26,3291,244
1685,sub county,Namabya,42,4618,17,20,6,13,1470,7,8,1477,112
,sub county,Namayingo Town Council,,7087,29,23,11,1,1768,2,44,2105,246
,sub county,Namutumba Town Council,,8253,32,26,10,8,1720,4,155,2802,308
1744,sub county,Nawanjofu,40,7843,37,71,43,17,2068,137,33,3603,215
1697,sub county,Ngamba,107,4008,15,18,15,9,980,5,9,1957,107
2045,sub county,Ngwedo,66,6228,29,33,13,5,652,6,13,3640,347
1497,sub county,Nkungu,4,12588,13,39,15,9,1393,3,6,8363,126
952,sub county,Nombe,106,4138,24,28,33,8,1289,4,4,1359,125
1821,sub county,Nsasi,2,4317,10,24,13,5,510,4,1,2701,81
1370,sub county,Nyakinoni,65,4770,12,1275,24,4,910,3,1,1109,58
2005,sub county,Nyakishana,100,8323,42,65,47,25,783,19,26,5500,352
1471,sub county,Nyamarwa,59,7470,28,45,31,10,561,9,16,4061,237
1556,sub county,Ongino,86,17881,252,205,207,85,3784,180,74,6954,949
1018,sub county,Opwateta,76,6711,44,43,36,8,1714,11,12,2867,121
1541,sub county,Orom,14,10241,91,430,45,31,744,28,142,4807,1121
1187,sub county,Paidha,96,6836,84,148,55,19,831,20,27,2898,285
,sub county,Pallisa Town Council,,13899,66,102,47,22,4078,28,75,4543,495
1215,sub county,Paloga,15,4434,47,308,32,19,940,12,16,1147,102
,sub county,Parabongo,,4432,33,167,29,16,1174,14,16,1847,149
935,sub county,Parombo,95,15708,139,255,58,53,2935,45,59,6960,809
1008,sub county,Puranga,11,7589,119,170,51,33,2197,24,33,2513,328
2170,sub county,Rubindi,61,12781,23,40,25,12,2118,7,6,6945,182
1423,sub county,Rukoki,58,6239,60,34,15,20,3733,12,6,836,168
,sub county,Rushango Town Council,,1946,1,5,2,1,187,10,1,1249,87
1466,sub county,Ruteete,59,8605,25,31,24,7,1047,8,14,4819,279
1588,sub county,Rwentuha,70,15229,27,57,27,12,1486,10,11,8710,361
,sub county,Rwimi Town Council,,7609,30,28,21,12,1521,3,9,3250,166
1509,sub county,Sanga,4,4050,0,0,0,0,10,0,1,3991,20
1731,sub county,Sikuda,83,7515,32,48,24,24,1743,9,14,2695,344
,sub county,Sopsop,,6204,67,38,42,17,2897,16,21,1322,285
1246,sub county,Tara,105,7928,166,159,80,30,1800,35,99,2648,421
1496,sub county,Tirinyi,75,12559,53,61,22,9,2968,11,14,5910,372
1121,sub county,Tubur,88,8851,115,110,76,35,2772,24,32,3658,235
1431,sub county,Usuk,32,8943,74,67,56,19,1912,30,29,4193,441
1634,sub county,Waibuga,71,15731,57,41,31,11,3037,6,82,5804,461
2280,sub county,Wakyato,30,5376,43,16,11,10,531,8,8,2887,116
1579,sub county,Wattuba,108,9821,39,44,27,7,1288,13,19,5018,404
,sub county,Yumbe Town Council,,6951,48,95,19,17,1442,7,23,2711,281
1186,sub county,Abanga,96,7878,63,168,50,24,519,18,42,3900,225
1765,sub county,Adok,51,7741,66,70,61,23,2549,24,19,2069,495
2096,sub county,Akeriau,36,5955,63,32,20,17,1804,14,17,2589,255
2088,sub county,Akwon,50,3156,19,34,17,5,899,8,3,945,151
2131,sub county,Anyiribu,104,3203,37,84,32,13,490,13,18,1037,319
1169,sub county,Apo,48,8388,69,149,45,18,1508,15,37,3627,548
930,sub county,Atego,95,4733,42,135,22,19,537,13,26,2236,206
2080,sub county,Awei,7,9915,147,136,101,43,2764,44,27,2940,372
1366,sub county,Biguli,64,14141,30,33,21,11,1778,10,7,7871,123
,sub county,Budaka Town Council,,10039,43,47,46,12,2606,27,62,3733,315
,sub county,Bududa Town Council,,2613,5,5,3,4,661,2,1,943,39
,sub county,Bukomero Town Council,,5900,38,17,6,5,1441,4,5,2487,134
1260,sub county,Bumasikye,33,6014,18,17,15,5,1994,8,6,1839,128
1671,sub county,Bunabwana,42,5334,18,12,9,12,1332,21,11,2467,225
,sub county,Butaleja Town Council,,7581,33,50,27,14,2267,10,23,2974,199
1104,sub county,Buwasa,89,4740,7,11,8,15,2167,5,0,1314,87
1387,sub county,Gamogo,90,1612,3,0,1,87,165,1,1,999,66
,sub county,Igorora Town Council,,3166,4,11,4,4,369,0,1,1854,26
2056,sub county,Itirikwa,44,4917,87,94,38,21,599,15,11,2117,307
1929,sub county,Kabonero,57,8462,31,23,21,8,1142,8,13,4790,199
1489,sub county,Kabweri,75,6487,17,19,7,8,1529,6,9,3223,228
,sub county,Kalisizo Town Council,,7311,124,47,8,9,2739,10,20,1889,158
,sub county,Kambuga Town Council,,3403,5,108,5,3,890,0,6,1323,56
,sub county,Kanara Town Council,,3710,5,8,7,2,407,1,4,1795,106
2031,sub county,Kaptererwo,39,3925,14,14,8,5,218,4,6,2499,157
1562,sub county,Kaptum,91,4328,15,61,5,4,573,0,6,2803,128
,sub county,Karenga,,4991,41,69,70,37,379,25,56,3032,387
1920,sub county,Kasenda,57,11254,62,59,52,11,1385,10,7,6224,423
2187,sub county,Katenga,102,9838,29,29,43,22,2023,6,5,4390,173
,sub county,Kazo Town Council,,6300,7,11,7,10,528,3,14,4876,68
2233,sub county,Kigando,22,18387,39,67,30,15,1634,13,10,10617,518
2271,sub county,Kinyogoga,30,5822,1,6,0,0,100,0,1,5544,30
,sub county,Kiruhura Town Council,,2596,0,5,0,8,94,1,3,2363,56
1811,sub county,Kyabigambire,55,19021,53,99,40,24,2322,17,45,10504,600
,sub county,Kyegegwa Town Council,,8162,22,44,13,6,784,2,6,4991,139
,sub county,Kyembogo,,19527,54,74,56,22,1241,29,38,12217,620
1537,sub county,Lagoro,14,6304,90,763,57,28,1320,24,29,1743,352
,sub county,Lungulu,,5462,63,553,64,23,881,27,46,796,140
,sub county,Luuka Town Council,,4402,11,22,8,2,708,3,23,1838,261
,sub county,Lwaje,,2134,17,9,8,0,583,1,11,656,73
2162,sub county,Lwasso,33,3877,10,29,11,2,1426,3,3,1232,182
1727,sub county,Majanji,83,5733,18,41,22,8,1359,3,13,2605,125
,sub county,Maracha Town Council,,5659,71,83,39,24,1426,16,28,1369,292
1106,sub county,Masaba,89,4713,14,12,5,6,1805,5,6,1616,93
1703,sub county,Mirambi,107,5517,14,19,10,2,237,2,23,3720,276
1452,sub county,Mpasaana,59,9390,17,26,83,8,511,16,29,5687,509
1202,sub county,Muyembe,92,3282,8,12,4,0,779,7,6,1646,68
,sub county,Napak Town Council,,1247,3,4,2,5,10,2,6,905,67
,sub county,Nsiika Town Council,,1475,9,13,9,4,172,2,7,943,58
,sub county,Ntwetwe Town Council,,4535,16,8,9,1,920,4,6,2077,151
1598,sub county,Nyabuharwa,69,11110,17,43,18,11,985,9,19,7091,276
1478,sub county,Nyamarunda,59,8636,19,50,21,7,832,5,17,4630,464
1368,sub county,Nyanga,65,3994,11,294,9,0,474,3,1,2203,57
1434,sub county,Omodoi,32,7425,79,75,103,22,2048,26,51,3235,297
,sub county,Pader Town Council,,5197,30,120,21,14,2105,10,15,915,87
,sub county,Padibe West,,5575,86,357,39,20,1684,25,26,1247,225
2071,sub county,Patongo,10,4446,23,92,28,9,795,7,10,2190,97
,sub county,Puti,,9551,56,35,29,7,2426,28,61,4398,207
,sub county,Rakai Town Council,,3685,42,13,7,4,1087,2,3,1334,114
1448,sub county,Rugashari,59,7616,19,25,8,10,785,5,10,4284,373
,sub county,Rukoni East,,10957,25,45,39,17,2293,11,8,5203,266
1055,sub county,Rutoto,101,6753,15,31,9,11,948,6,7,3753,183
,sub county,Rwabyata,,6359,15,26,15,5,565,4,9,3895,192
2171,sub county,Rwanyamahembe,61,14057,14,27,12,13,2435,18,9,6777,409
1689,sub county,Tsekululu,42,5854,15,13,9,10,995,6,6,2933,240
,sub county,Akwang,,6947,81,911,42,24,1510,31,20,1085,265
1767,sub county,Amwoma,51,6361,79,95,75,19,2115,15,31,2057,247
2097,sub county,Apeduru,36,5784,55,70,35,22,1715,15,16,2215,291
2084,sub county,Arwotcek,50,7095,30,53,42,14,2246,10,11,3318,135
1209,sub county,Bihanga,64,6432,2,13,3,10,365,1,1,4421,62
,sub county,Biharwe,,10702,13,14,9,5,2260,0,7,4508,177
,sub county,Budadiri Town Council,,3989,6,21,6,0,1366,18,4,1300,138
1976,sub county,Bukalasi,37,5393,19,9,13,9,1026,3,3,3033,135
,sub county,Busolwe Town Council,,5781,30,30,20,7,1503,35,17,2256,174
1673,sub county,Busukuya,42,5531,22,14,12,4,1596,17,13,2365,132
,sub county,Butemba Town Council,,6417,23,37,14,7,1109,5,6,2661,147
,sub county,Butogota Town Council,,4987,12,429,22,2,828,0,8,2219,146
,sub county,Butunduzi Town Council,,8322,14,28,12,11,759,5,9,4361,197
1388,sub county,Kabeywa,90,2732,6,3,4,0,423,3,7,1491,169
1972,sub county,Kachomo,112,6096,37,38,35,7,1350,87,20,2863,298
,sub county,Kagadi Town Council,,11064,16,41,21,9,2492,6,11,4902,314
1025,sub county,Kamuge,76,8562,42,30,29,10,2224,35,46,3743,232
1911,sub county,Karangura,57,5534,63,56,27,14,1967,13,6,1789,161
,sub county,Karugutu Town Council,,5123,17,16,8,5,1000,2,5,2398,109
1492,sub county,Kasasira,75,8653,14,31,14,7,836,3,22,5673,140
,sub county,Katerera Town Council,,4461,4,24,25,7,877,4,2,2321,80
,sub county,Kigambo,,5992,17,15,15,2,495,3,6,3802,153
1564,sub county,Kitawoi,91,3120,7,25,8,5,901,3,6,1344,179
1512,sub county,Kitura,4,7972,9,23,5,4,850,4,4,5789,55
1041,sub county,Kiziba,24,9163,27,25,13,7,1326,13,6,4730,244
2032,sub county,Kortek,39,2077,21,10,13,4,344,3,6,1287,156
1250,sub county,Kululu,48,7587,87,209,49,29,1295,25,46,3333,292
1003,sub county,Lapul,11,6804,139,400,58,54,2252,46,85,1422,109
1261,sub county,Lukhonge,33,4481,9,10,4,6,1302,5,4,1849,156
,sub county,Lwakhakha Town Council,,4156,14,12,6,5,955,6,2,1632,123
1757,sub county,Lyabaana,74,2673,15,6,7,4,837,4,8,634,97
2189,sub county,Mayanga,102,6009,21,19,24,6,1237,4,5,2972,160
2234,sub county,Nabingoola,22,15715,48,79,26,25,1159,8,30,8953,546
,sub county,Nakaloke Town Council,,12451,30,58,19,7,3667,10,9,3512,303
,sub county,Nakaseke Butalangu Town Counc,,1552,8,4,0,1,192,2,0,819,41
905,sub county,Nakitoma,23,6100,23,23,17,9,466,3,7,3938,113
1107,sub county,Nalusala,89,5119,19,12,3,3,1986,3,2,1869,191
941,sub county,Ndhew,95,9510,66,186,61,28,1432,34,53,4291,516
,sub county,Ogili,,4225,82,394,46,13,727,18,21,913,190
1430,sub county,Ongongoja,32,6650,66,54,46,18,910,13,15,3763,241
,sub county,Pachara,,3746,27,69,23,7,650,4,8,1628,283
2136,sub county,Pawor,104,4009,57,133,47,25,583,29,44,1499,304
,sub county,Rubona Town Council,,3243,4,11,9,1,458,3,5,1844,72
1885,sub county,Sidok,52,3513,4,15,8,3,36,12,75,2629,378
1961,sub county,Sisiyi,92,4096,5,11,22,7,351,0,1,1768,55
1188,sub county,Warr,96,8252,75,81,46,15,616,12,69,4377,340
2073,sub county,Wol,10,8198,133,385,75,40,1734,31,39,3329,349
1020,sub county,Akisim,76,5520,42,61,29,26,2071,10,9,1721,170
,sub county,Angagura,,3588,63,264,46,21,946,27,38,722,77
1569,sub county,Bananywa,108,12713,25,35,21,19,1818,4,36,6139,362
1097,sub county,Bukiise,89,9404,12,19,15,12,2412,10,10,3805,325
,sub county,Bukoho,,6725,29,15,12,11,1117,5,6,3682,214
1980,sub county,Bumasheti,37,3895,5,7,7,7,869,2,6,1540,99
1955,sub county,Bumasobo,92,2677,14,14,3,4,877,1,4,1079,37
1465,sub county,Burora,59,5993,17,29,18,13,767,7,8,3201,188
1737,sub county,Busabi,40,7561,63,59,31,34,2192,35,22,2791,252
1675,sub county,Butta,42,2371,4,9,4,2,714,3,1,912,83
2086,sub county,Etam,50,6175,67,61,71,22,2087,11,22,2241,221
,sub county,Ewanga,,2689,42,59,22,10,340,13,10,902,510
,sub county,Kaabong West,,4325,22,12,10,4,67,21,105,3081,556
1280,sub county,Kakule,112,5403,27,23,23,10,1194,26,14,2461,210
,sub county,Kalongo Town Council,,4356,21,78,14,9,1776,7,9,1178,86
,sub county,Kibuku Town Council,,3511,8,18,2,2,717,0,1,1821,109
,sub county,Kijura Town Council,,5405,16,17,9,6,552,2,6,2873,222
1057,sub county,Kirugu,101,5358,17,43,29,6,882,3,2,2641,154
,sub county,Kiyombya,,6825,19,14,20,2,674,4,10,3902,324
,sub county,Lamwo Town Council,,3406,36,126,16,8,1124,10,10,789,148
1175,sub county,Lodonga,48,7458,56,99,78,13,1715,20,45,3008,226
1567,sub county,Moyok,91,2591,9,19,2,2,406,1,2,1546,115
,sub county,Nakaseke Town Council,,3633,18,15,9,3,797,5,7,1180,78
2159,sub county,Nyondo,33,6044,16,15,20,10,1920,4,4,1968,168
2101,sub county,Ogolai,36,5447,61,65,25,21,1353,19,21,2479,186
1773,sub county,Okwalongwen,51,6400,84,90,46,20,1700,22,11,2340,459
,sub county,Omiya,,8314,134,698,47,43,1514,39,78,2517,714
1211,sub county,Palam,32,5489,84,50,42,20,1005,34,20,2638,312
2033,sub county,Riwo,39,2973,23,8,13,2,215,1,4,1961,74
2193,sub county,Rurehe,102,6747,19,28,38,10,1384,7,2,3411,112
,sub county,Rwebisengo Town Council,,1617,0,2,0,2,149,0,3,973,7
,sub county,Sanga Town Council,,4080,2,2,1,2,403,1,0,3453,15
,sub county,Ukusijoni,,4000,47,81,27,14,414,10,15,1970,338
,sub county,Zombo Town Council,,5135,51,124,43,26,851,13,40,2165,126
1170,sub county,Ariwa,48,4388,51,118,66,17,617,11,16,1969,177
2060,sub county,Arum,10,4503,33,110,40,15,1173,38,13,1369,151
,sub county,Binyiny Town Council,,1631,5,12,3,1,336,0,2,745,30
1241,sub county,Bukyambi,89,2047,5,4,4,2,744,3,1,662,34
2153,sub county,Bumbobi,33,7622,13,15,22,9,2066,11,15,2530,223
1984,sub county,Bushiribo,37,3871,2,4,2,2,882,1,4,1575,139
1957,sub county,Bwikhonge,92,3334,12,18,10,6,674,29,7,1819,79
1022,sub county,Chelekura,76,5113,59,47,19,14,1479,8,11,1878,106
1741,sub county,Himutu,40,6273,45,25,27,11,1813,11,12,2358,285
1451,sub county,Kabamba,59,6671,25,36,21,5,563,6,0,3827,495
1876,sub county,Kamion,52,2051,8,3,2,3,14,5,13,1617,152
1390,sub county,Kapsinda,90,2971,5,2,5,1,743,8,2,1599,59
,sub county,Kashenshero Town Council,,3275,5,1,16,2,625,0,0,1702,49
,sub county,Katira,,6684,60,33,29,15,1729,10,17,2519,235
1679,sub county,Khabutoola,42,6877,17,17,14,4,2263,8,8,2292,116
,sub county,Kiko Town Council,,6141,14,23,8,8,784,5,8,3039,184
1012,sub county,Latanya,11,5734,146,343,72,36,1843,38,54,1179,149
,sub county,Mukoto,,3359,12,5,4,3,823,5,2,1682,90
,sub county,Namasale Town Council,,4010,26,29,21,9,1204,5,10,1162,222
1575,sub county,Nkandwa,108,5491,19,26,19,3,774,5,6,3089,240
1774,sub county,Okwongodul,51,5824,32,72,50,14,1380,13,42,2596,256
,sub county,Padibe Town Council,,4124,22,265,21,9,1317,16,15,874,111
,sub county,Semuto Town Council,,5305,51,35,11,4,1199,5,5,2411,96
2034,sub county,Senendet,39,3470,10,8,12,3,457,2,2,2198,95
2104,sub county,Willa,36,5451,78,82,56,28,1696,17,29,1917,282
1098,sub county,Bumalimba,89,8170,25,9,15,6,2713,6,10,3015,183
1983,sub county,Bushiyi,37,3860,36,8,36,4,917,4,2,1837,238
1561,sub county,Kaptoyoy,91,3926,6,31,5,3,989,2,3,2094,135
,sub county,Karago Town Council,,4976,5,13,6,7,658,4,7,2782,144
1879,sub county,Kawalakol,52,2889,36,34,36,24,56,16,26,1940,414
1173,sub county,Kerwa,48,5846,75,110,28,18,298,5,15,3477,269
,sub county,Kiwoko Town Council,,4911,44,18,7,8,1056,5,12,1839,141
,sub county,Kotomor,,4407,27,38,25,6,612,6,9,2474,171
1459,sub county,Kyaterekera,59,9885,34,53,28,11,1527,13,9,4552,276
1958,sub county,Lusha,92,2956,6,1,6,1,563,0,3,1113,94
,sub county,Mitooma Town Council,,3212,4,10,6,1,879,2,2,1366,47
1974,sub county,Mugiti,112,4773,22,15,15,11,1496,4,5,1653,129
1686,sub county,Namboko,42,3913,6,15,10,7,925,1,5,1854,178
1745,sub county,Naweyo,40,8948,45,41,30,8,2668,13,21,3619,333
1004,sub county,Ogom,11,4056,53,152,16,13,1076,14,10,1479,133
1027,sub county,Olok,76,6546,46,54,59,17,2460,33,34,1802,293
1688,sub county,Sisuni,42,1863,8,5,3,1,288,3,3,999,71
2035,sub county,Tulel,39,2063,19,4,11,0,298,4,1,1306,119
1666,sub county,Bukiabi,42,4894,21,15,11,5,665,2,6,2480,262
1985,sub county,Buwali,37,2681,5,11,25,5,677,2,3,1442,75
,sub county,Harugongo,,7858,25,29,17,14,889,9,18,4415,324
1252,sub county,Kochi,48,7329,84,125,55,26,1213,20,39,3147,197
1463,sub county,Kyenzige,59,7263,11,38,17,5,1141,14,7,4321,120
2063,sub county,Lamiyo,10,3468,32,91,30,7,887,5,8,1191,73
1880,sub county,Lobalangit,52,3213,46,50,35,19,191,15,42,2041,308
1395,sub county,Munarya,90,2889,3,5,2,5,533,6,2,1632,97
,sub county,Nabbongo,,4159,19,19,13,9,746,21,11,1985,90
1684,sub county,Nalondo,42,2887,4,6,3,2,833,2,1,1162,62
1965,sub county,Nansanga,112,3922,21,17,15,11,837,16,30,1874,163
,sub county,Ngoma Town Council,,3135,4,1,3,1,309,0,2,2146,37
1384,sub county,Amukol,90,2063,9,3,1,4,515,4,6,1058,60
1663,sub county,Bukhabusi,42,4145,8,11,5,1,774,2,3,1714,169
,sub county,Kabende,,5395,18,15,13,3,498,9,7,3334,235
1506,sub county,Kinoni,4,3298,1,0,2,0,63,1,2,2672,21
1881,sub county,Lodiko,52,2041,11,11,7,7,31,11,77,1479,253
1986,sub county,Nabweya,37,3761,11,14,3,3,822,1,2,1519,131
1953,sub county,Namisuni,92,1909,1,5,12,1,302,2,2,1178,25
1449,sub county,Ndaiga,59,3826,3,12,2,2,381,0,3,1531,165
,sub county,Omiya Pacwa,,4433,97,119,38,12,933,14,22,2038,175
1690,sub county,Weswa,42,3322,6,11,4,0,751,4,7,1405,118
1664,sub county,Bukhaweka,42,4195,10,15,10,6,1140,5,5,1565,184
1665,sub county,Bukhofu,42,3215,7,4,5,2,736,6,3,1508,127
,sub county,Chepterech,,1171,2,2,5,1,213,2,1,699,36
,sub county,Kitto,,4088,33,23,9,7,589,6,9,2064,133
1987,sub county,Nakatsi,37,3053,6,9,5,1,790,3,4,1200,75
,sub county,Pachwa,,6892,29,42,23,7,847,4,11,3770,266
,sub county,Patongo Town Council,,4665,14,106,24,7,1237,8,11,1743,67
1203,sub county,Simu,92,1560,1,6,0,0,349,1,1,834,9
,sub county,Agago Town Council,,2224,21,65,11,5,500,0,4,970,43
,sub county,Bulegeni Town Council,,1832,2,3,3,0,115,0,3,1199,57
1988,sub county,Nalwanza,37,3607,10,13,10,1,1235,3,7,1194,108
1466,sub county,Ruteete,59,5576,19,37,17,7,1206,7,2,2718,261
,sub county,Bulambuli Town Council,,1575,3,7,3,0,373,2,3,794,21
1962,sub county,Bumugibole,92,3104,16,3,16,2,933,4,2,1349,165
1201,sub county,Kamu,92,2141,7,4,3,2,396,2,5,1065,75
